,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating,Label,predicted
845,Gus’s World Famous Fried Chicken,(312) 733-1971,60607,IL,Chicago,847 West Fulton Market,0,1,1,Manny's Cafeteria & Delicatessen,(312) 939-2855,60607,IL,Chicago,1141 S Jefferson Street,0,1,0,0,0
846,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1,Il Buco Alimentari e Vineria,(212) 837-2622,10012,NY,New York,53 Great Jones Street,1,1,1,0,0
847,Humphry Slocombe Ice Cream,(415) 550-6971,94111,CA,San Francisco,1 Ferry Bldg,0,1,0,Humphry Slocombe,(415) 550-6971,94111,CA,San Francisco,Ferry Building,0,0,0,1,1
848,San Tung,(415) 242-0828,94122,CA,San Francisco,1031 Irving St,0,1,0,San Tung,(415) 242-0828,94122,CA,San Francisco,1031 Irving Street,1,1,0,1,1
849,Mindy’s Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Ave,0,1,0,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Avenue,0,1,1,0,0
850,La Strada Cafe Bar,(708) 627-0403,60647,IL,Chicago,2023 N California Ave,0,1,1,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Avenue,0,1,1,0,0
851,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Ave,0,1,1,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Avenue,0,1,1,1,1
852,Enso Sushi &  Bar,(773) 878-8998,60647,IL,Chicago,1613 N Damen Ave,1,1,0,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Avenue,0,1,1,0,0
853,Cozy Corner Restaurant & Pancake House,(773) 276-2215,60647,IL,Chicago,2294 N Milwaukee Ave,0,1,0,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Avenue,0,1,1,0,0
854,Hachi’s Kitchen,(773) 276-8080,60647,IL,Chicago,2521 N California Ave,1,1,1,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Avenue,0,1,1,0,0
855,Ugo’s Kitchen &  Bar,(773) 698-8984,60647,IL,Chicago,2833 W Armitage Ave,0,1,0,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Avenue,0,1,1,0,0
856,Sons & Daughters,(415) 391-8311,94108,CA,San Francisco,708 Bush St,0,0,0,Uncle Vito's Pizzeria,(415) 391-5008,94108,CA,San Francisco,700 Bush Street,1,1,0,0,0
857,North Pond,(773) 477-5845,60614,IL,Chicago,2610 N Cannon Dr,0,0,0,Stanley's Kitchen and Tap,(312) 642-0007,60614,IL,Chicago,1970 N Lincoln Avenue,0,1,0,0,0
858,Mon Ami Gabi,(773) 348-8886,60614,IL,Chicago,2300 N Lincoln Park W,1,1,1,Stanley's Kitchen and Tap,(312) 642-0007,60614,IL,Chicago,1970 N Lincoln Avenue,0,1,0,0,0
859,Bacino’s of Lincoln Park,(773) 472-7400,60614,IL,Chicago,2204 N Lincoln Ave,1,1,0,Stanley's Kitchen and Tap,(312) 642-0007,60614,IL,Chicago,1970 N Lincoln Avenue,0,1,0,0,0
860,Westville - West,(212) 741-7971,10014,NY,New York,210 W 10th St,1,1,0,Bagatelle,(212) 488-2110,10014,NY,New York,1 Little W 12th Street,0,0,1,0,0
861,Jack’s Stir Brew Coffee,(212) 929-0821,10014,NY,New York,138 W 10th St,0,1,1,Bagatelle,(212) 488-2110,10014,NY,New York,1 Little W 12th Street,0,0,1,0,0
862,The Soapbox Cafe,(415) 829-7139,94109,CA,San Francisco,1800 Hyde St,0,1,0,Frascati Ristorante,(415) 928-1406,94109,CA,San Francisco,1901 Hyde Street,0,0,0,0,0
863,Stones Throw,(415) 796-2901,94109,CA,San Francisco,1896 Hyde St,0,0,0,Frascati Ristorante,(415) 928-1406,94109,CA,San Francisco,1901 Hyde Street,0,0,0,0,0
864,Frascati,(415) 928-1406,94109,CA,San Francisco,1901 Hyde St,0,1,0,Frascati Ristorante,(415) 928-1406,94109,CA,San Francisco,1901 Hyde Street,0,0,0,1,1
865,La Lanterna di Vittorio,(212) 529-5945,10012,NY,New York,129 MacDougal St,0,1,1,La Lanterna di Vittorio,(212) 529-5945,10012,NY,New York,129 Macdougal Street,0,0,1,1,1
866,b. Patisserie,(415) 440-1700,94115,CA,San Francisco,2821 California St,0,1,1,B. Patisserie,(415) 440-1700,94115,CA,San Francisco,2821 California Street,0,0,1,1,1
867,Red Bamboo,(212) 260-1212,10012,NY,New York,140 W 4th St,1,1,0,Red Bamboo,(212) 260-1212,10012,NY,New York,140 W 4th Street,1,1,0,1,1
868,Pita Bite,(206) 621-7482,98101,WA,Seattle,215 Pine St,1,1,0,The Pike Brewing Company,(206) 622-6044,98101,WA,Seattle,1415 1st Avenue,0,1,0,0,0
869,The Crumpet Shop,(206) 682-1598,98101,WA,Seattle,1503 1st Ave,0,1,1,The Pike Brewing Company,(206) 622-6044,98101,WA,Seattle,1415 1st Avenue,0,1,0,0,0
870,Barolo Ristorante,(206) 770-9000,98101,WA,Seattle,1940 Westlake Ave,0,1,1,The Pike Brewing Company,(206) 622-6044,98101,WA,Seattle,1415 1st Avenue,0,1,0,0,0
871,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611,IL,Chicago,405 N Wabash Ave,1,1,1,Sixteen,(312) 588-8001,60611,IL,Chicago,401 North Wabash Avenue,0,1,0,0,0
872,Mama’s On Washington Square,(415) 362-6421,94133,CA,San Francisco,1701 Stockton St,0,0,0,Mama's on Washington Square,(415) 362-6421,94133,CA,San Francisco,1701 Stockton Street,0,0,0,1,1
873,Mr. Gyros,(206) 782-7777,98107,WA,Seattle,5522 20th Ave NW,0,1,0,Stoneburner,(206) 695-2051,98107,WA,Seattle,5214 Ballard Avenue NW,0,0,0,0,0
874,The Publican,(312) 733-9555,60607,IL,Chicago,837 W Fulton Market,0,0,1,The Publican,(312) 733-9555,60607,IL,Chicago,837 W Fulton Market,0,0,1,1,1
875,Market Table,(212) 255-2100,10014,NY,New York,54 Carmine St,1,1,0,Mary's Fish Camp,(646) 486-2185,10014,NY,New York,64 Charles Street,0,1,0,0,0
876,Bengal Tiger Indian Food,(212) 265-2703,10019,NY,New York,58 W 56th St,1,1,0,The Halal Guys,(347) 527-1505,10019,NY,New York,6th Avenue & W 53rd Street,0,0,0,0,0
877,The Modern,(212) 333-1220,10019,NY,New York,9 W 53rd St,0,0,0,The Halal Guys,(347) 527-1505,10019,NY,New York,6th Avenue & W 53rd Street,0,0,0,0,0
878,Joe’s Pizza,(212) 366-1182,10014,NY,New York,7 Carmine St,1,1,0,Joe's Pizza,(212) 366-1182,10014,NY,New York,7 Carmine Street,1,1,0,1,1
879,Meli Cafe &  Juice Bar,(312) 454-0748,60661,IL,Chicago,301 S Halsted St,0,1,0,Meli Cafe,(312) 454-0748,60661,IL,Chicago,301 S Halsted Street,0,1,0,1,1
880,Jubilee Juice & Grill,(312) 491-8500,60661,IL,Chicago,140 N Halsted St,1,1,0,Meli Cafe,(312) 454-0748,60661,IL,Chicago,301 S Halsted Street,0,1,0,0,0
881,Morimoto,(212) 989-8883,10011,NY,New York,88 10th Ave,0,0,0,Morimoto,(212) 989-8883,10011,NY,New York,88 10th Avenue,1,1,0,1,1
882,State Bird Provisions,(415) 795-1272,94115,CA,San Francisco,1529 Fillmore St,0,0,0,Bun Mee,(415) 800-7696,94115,CA,San Francisco,2015 Fillmore Street,1,1,1,0,0
883,La Mediterranee,(415) 921-2956,94115,CA,San Francisco,2210 Fillmore St,1,1,1,Bun Mee,(415) 800-7696,94115,CA,San Francisco,2015 Fillmore Street,1,1,1,0,0
884,Sakagura,(212) 953-7253,10017,NY,New York,211 E 43rd St,0,0,0,Soba Totto,(212) 557-8200,10017,NY,New York,211 E 43rd Street,0,0,0,0,0
885,Scarpetta,(212) 691-0555,10014,NY,New York,355 W 14th St,0,0,1,STK,(646) 624-2444,10014,NY,New York,26 Little West 12th Street,1,1,0,0,0
886,Wedgwood II Vegetarian Thai,(206) 724-0655,98102,WA,Seattle,420 Broadway E,0,1,0,Rom Mai Thai,(206) 726-9058,98102,WA,Seattle,613 Broadway E,1,1,1,0,0
887,Stella Pastry & Cafe,(415) 986-2914,94133,CA,San Francisco,446 Columbus Ave,0,1,0,Mara's Italian Pastry,(415) 397-9435,94133,CA,San Francisco,503 Columbus Avenue,0,1,0,0,0
888,Italian Homemade Company,(415) 712-8874,94133,CA,San Francisco,716 Columbus Ave,0,1,1,Mara's Italian Pastry,(415) 397-9435,94133,CA,San Francisco,503 Columbus Avenue,0,1,0,0,0
889,Il Casaro Pizzeria & Mozzarella Bar,(415) 677-9455,94133,CA,San Francisco,348 Columbus Ave,0,1,0,Mara's Italian Pastry,(415) 397-9435,94133,CA,San Francisco,503 Columbus Avenue,0,1,0,0,0
890,Greentea Japanese Restaurant,(773) 883-8812,60614,IL,Chicago,2206 N Clark St,1,1,0,Pasta Bowl,(773) 525-2695,60614,IL,Chicago,2434 N Clark Street,1,1,0,0,0
891,The Pasta Bowl,(773) 525-2695,60614,IL,Chicago,2434 N Clark St,1,1,0,Pasta Bowl,(773) 525-2695,60614,IL,Chicago,2434 N Clark Street,1,1,0,1,1
892,The Italian Homemade Company,(415) 655-9325,94123,CA,San Francisco,1919 Union St,0,1,0,Brazen Head,(415) 921-7600,94123,CA,San Francisco,3166 Buchanan Street,0,1,0,0,0
893,KUSAKABE,(415) 757-0155,94111,CA,San Francisco,584 Washington St,0,0,0,Kusakabe,(415) 757-0155,94111,CA,San Francisco,584 Washington Street,0,0,0,1,1
894,Le Bernardin,(212) 554-1515,10019,NY,New York,155 W 51st St,0,0,0,Brooklyn Diner USA,(212) 977-1957,10019,NY,New York,212 West 57th Street,1,1,0,0,0
895,Bengal Tiger Indian Food,(212) 265-2703,10019,NY,New York,58 W 56th St,1,1,0,Brooklyn Diner USA,(212) 977-1957,10019,NY,New York,212 West 57th Street,1,1,0,0,0
896,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0,0
897,Eight Turn Crêpe,(212) 334-3408,10012,NY,New York,55 Spring St,1,1,1,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0,0
898,Sullivan Street Tea & Spice Company,(212) 387-8702,10012,NY,New York,"208 Sullivan St, manhattan",0,1,0,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0,0
899,Raoul’s Restaurant,(212) 966-3518,10012,NY,New York,180 Prince St,0,0,0,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0,0
900,Balthazar Restaurant,(212) 965-1414,10012,NY,New York,80 Spring St,0,1,0,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0,0
901,Il Corallo Trattoria,(212) 941-7119,10012,NY,New York,176 Prince St,1,1,0,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0,0
902,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N Halsted St,0,1,0,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N. Halsted Street,0,1,0,1,1
903,Taco Joint,(312) 951-2457,60614,IL,Chicago,1969 N Halsted St,1,1,0,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N. Halsted Street,0,1,0,0,0
904,Blue Door Farm Stand,(312) 265-0259,60614,IL,Chicago,2010 N Halsted St,0,1,0,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N. Halsted Street,0,1,0,0,0
905,Stella Barra Pizzeria,(773) 634-4101,60614,IL,Chicago,1954 N Halsted St,0,1,1,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N. Halsted Street,0,1,0,0,0
906,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N Clark St,0,1,0,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N. Halsted Street,0,1,0,0,0
907,Taqueria Cancún,(415) 252-9560,94110,CA,San Francisco,2288 Mission St,0,1,0,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission District Street,0,0,0,0,0
908,Mission Banh Mi,(415) 551-1772,94110,CA,San Francisco,2200 Mission St,0,1,0,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission District Street,0,0,0,0,0
909,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission St,0,0,0,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission District Street,0,0,0,1,1
910,Arinell Pizza,(415) 255-1303,94110,CA,San Francisco,509 Valencia St,0,1,0,Locanda,(415) 863-6800,94110,CA,San Francisco,557 Valencia Street,0,0,0,0,0
911,Loló,(415) 643-5656,94110,CA,San Francisco,974 Valencia St,0,0,0,Locanda,(415) 863-6800,94110,CA,San Francisco,557 Valencia Street,0,0,0,0,0
912,Craftsman and Wolves,(415) 913-7713,94110,CA,San Francisco,746 Valencia St,0,1,1,Locanda,(415) 863-6800,94110,CA,San Francisco,557 Valencia Street,0,0,0,0,0
913,Zazie,(415) 564-5332,94117,CA,San Francisco,941 Cole St,0,1,1,Reverie Coffee Cafe,(415) 242-0200,94117,CA,San Francisco,848 Cole Street,0,1,1,0,0
914,Cafe Reverie,(415) 242-0200,94117,CA,San Francisco,848 Cole St,0,1,1,Reverie Coffee Cafe,(415) 242-0200,94117,CA,San Francisco,848 Cole Street,0,1,1,1,1
915,Chobani SoHo,(212) 364-3970,10012,NY,New York,152 Prince St,0,1,0,Soho Park,(212) 219-2129,10012,NY,New York,62 Prince Street,1,1,1,0,0
916,Stanza Coffee,(415) 553-8966,94103,CA,San Francisco,3126 16th St,0,1,1,SOMA Restaurant & Bar,(415) 778-8500,94103,CA,San Francisco,85 5th Street,0,0,0,0,0
917,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk Street,0,1,0,0,0
918,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk St,0,1,0,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk Street,0,1,0,1,1
919,La Folie,(415) 776-5577,94109,CA,San Francisco,2316 Polk St,0,0,0,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk Street,0,1,0,0,0
920,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk St,0,1,0,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk Street,0,1,0,0,0
921,Benny’s Chop House,(312) 626-2444,60611,IL,Chicago,444 N Wabash Ave,0,1,0,Benny's Chop House,(312) 626-2444,60611,IL,Chicago,444 N. Wabash Avenue,0,1,0,1,1
922,Friends Sushi,(312) 787-8998,60611,IL,Chicago,710 N Rush St,1,1,1,Benny's Chop House,(312) 626-2444,60611,IL,Chicago,444 N. Wabash Avenue,0,1,0,0,0
923,Gramercy Tavern,(212) 477-0777,10003,NY,New York,42 E 20th St,0,0,0,Cha-An,(212) 228-8030,10003,NY,New York,230 E 9th Street,0,1,0,0,0
924,Cha-An,(212) 228-8030,10003,NY,New York,230 E 9th St,0,1,0,Cha-An,(212) 228-8030,10003,NY,New York,230 E 9th Street,0,1,0,1,1
925,Golden Boy Pizza,(415) 982-9738,94133,CA,San Francisco,542 Green St,0,1,0,New Woey Loy Goey,(415) 399-0733,94133,CA,San Francisco,699 Jackson Street,0,1,0,0,0
926,Maven,(415) 829-7982,94117,CA,San Francisco,598 Haight St,0,1,0,Memphis Minnie's,(415) 864-7675,94117,CA,San Francisco,576 Haight Street,1,1,0,0,0
927,Burma Superstar,(415) 387-2147,94118,CA,San Francisco,309 Clement St,0,1,0,Burma Superstar,(415) 387-2147,94118,CA,San Francisco,309 Clement Street,0,1,0,1,1
928,B Star Bar,(415) 933-9900,94118,CA,San Francisco,127 Clement St,0,1,1,Burma Superstar,(415) 387-2147,94118,CA,San Francisco,309 Clement Street,0,1,0,0,0
929,Wako Japanese Restaurant,(415) 682-4875,94118,CA,San Francisco,211 Clement St,0,0,0,Burma Superstar,(415) 387-2147,94118,CA,San Francisco,309 Clement Street,0,1,0,0,0
930,Arizmendi Bakery,(415) 566-3117,94122,CA,San Francisco,1331 9th Ave,0,1,1,Arizmendi Bakery,(415) 566-3117,94122,CA,San Francisco,1331 9th Avenue,0,1,0,1,1
931,Basik Cafe,(415) 655-3283,94109,CA,San Francisco,1958 Polk St,0,1,0,Capurro's Restaurant & Bar,(415) 771-9371,94109,CA,San Francisco,498 Jefferson Street,0,1,1,0,0
932,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight St,1,1,0,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight Street,0,0,0,1,1
933,Pork Store Cafe,(415) 864-6981,94117,CA,San Francisco,1451 Haight St,0,1,0,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight Street,0,0,0,0,0
934,The Lodge on Haight,(415) 872-9502,94117,CA,San Francisco,400 Haight Street,0,1,0,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight Street,0,0,0,0,0
935,Gold Cane Cocktail Lounge,(415) 626-1112,94117,CA,San Francisco,1569 Haight St,0,0,1,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight Street,0,0,0,0,0
936,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight St,0,1,0,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight Street,0,0,0,0,0
937,An Nam Pho,(206) 466-2179,98115,WA,Seattle,6510 Roosevelt Way NE,0,1,0,Rosita's Mexican Grill,(206) 523-3031,98115,WA,Seattle,7210 Woodlawn Avenue NE,0,1,0,0,0
938,Cafe Habana,(212) 625-2001,10012,NY,New York,17 Prince St,1,1,0,Eileen's Special Cheesecake,(212) 966-5585,10012,NY,New York,17 Cleveland Place,1,1,0,0,0
939,Loi Estiatorio,(212) 713-0015,10019,NY,New York,132 W 58th St,1,1,0,Don Antonio By Starita,(646) 719-1043,10019,NY,New York,309 W 50th Street,1,1,0,0,0
940,24th Street Mini Park,(415) 717-2872,94110,CA,San Francisco,24th St & York St,0,0,0,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission District Street,0,1,1,0,0
941,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission St,0,1,0,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission District Street,0,1,1,0,0
942,Mission Banh Mi,(415) 551-1772,94110,CA,San Francisco,2200 Mission St,0,1,0,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission District Street,0,1,1,0,0
943,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission St,0,1,1,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission District Street,0,1,1,1,1
944,That’s It Market,(415) 285-9833,94110,CA,San Francisco,2699 Mission  St,0,1,0,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission District Street,0,1,1,0,0
945,Girl & the Goat,(312) 492-6262,60607,IL,Chicago,809 W Randolph St,0,0,1,Little Goat Diner,(312) 888-3455,60607,IL,Chicago,820 W Randolph Street,0,1,1,0,0
946,Little Goat Diner,(312) 888-3455,60607,IL,Chicago,820 W Randolph St,0,1,1,Little Goat Diner,(312) 888-3455,60607,IL,Chicago,820 W Randolph Street,0,1,1,1,1
947,The Mermaid Inn,(212) 674-5870,10003,NY,New York,96 2nd Ave,0,0,1,The Mermaid Inn,(212) 674-5870,10003,NY,New York,96 2nd Avenue,0,0,1,1,1
948,Osteria La Madia,(312) 329-0400,60654,IL,Chicago,59 W Grand Ave,1,1,0,Osteria La Madia,(312) 329-0400,60654,IL,Chicago,59 W Grand Avenue,0,1,0,1,1
949,Tanta,(312) 222-9700,60654,IL,Chicago,118 W Grand Ave,0,0,1,Osteria La Madia,(312) 329-0400,60654,IL,Chicago,59 W Grand Avenue,0,1,0,0,0
950,Skillet Capitol Hill,(206) 512-2001,98122,WA,Seattle,1400 E Union St,0,1,1,Skillet Diner,(206) 512-2001,98122,WA,Seattle,1400 East Union Street,0,1,1,1,1
951,Saigon Sandwich,(415) 474-5698,94102,CA,San Francisco,560 Larkin St,0,1,0,Tian Sing Chinese,(415) 398-1338,94102,CA,San Francisco,138 Cyril Magnin Street,0,1,0,0,0
952,Espetus Brazilian Steak House,(415) 552-8792,94102,CA,San Francisco,1686 Market St,0,0,0,Tian Sing Chinese,(415) 398-1338,94102,CA,San Francisco,138 Cyril Magnin Street,0,1,0,0,0
953,Johny’s Luncheonette,(212) 243-6230,10001,NY,New York,124 W 25th St,1,1,0,Johny's Grill & Luncheonette,(212) 243-6230,10001,NY,New York,124 W 25th Street,1,1,0,1,1
954,NoMI Kitchen,(312) 239-4030,60611,IL,Chicago,800 N Michigan Ave,0,0,1,Devon Seafood Grill,(312) 440-8660,60611,IL,Chicago,39 E Chicago Avenue,0,1,1,0,0
955,Devon Seafood Grill,(312) 440-8660,60611,IL,Chicago,39 E Chicago Ave,0,1,0,Devon Seafood Grill,(312) 440-8660,60611,IL,Chicago,39 E Chicago Avenue,0,1,1,1,1
956,Garibaldi’s,(415) 563-8841,94115,CA,San Francisco,347 Presidio Ave,0,1,0,Ella's,(415) 441-5669,94115,CA,San Francisco,500 Presidio Avenue,0,1,0,0,0
957,Ground Control,(773) 772-9446,60647,IL,Chicago,3315 W Armitage Ave,1,1,1,El Cid,(773) 395-0505,60647,IL,Chicago,2645 N Kedzie Avenue,0,1,1,0,0
958,El Rinconcito Cubano,(773) 489-4440,60647,IL,Chicago,3238 W Fullerton Ave,0,1,0,El Cid,(773) 395-0505,60647,IL,Chicago,2645 N Kedzie Avenue,0,1,1,0,0
959,La Mediterranee,(415) 921-2956,94115,CA,San Francisco,2210 Fillmore St,1,1,1,Dosa,(415) 441-3672,94115,CA,San Francisco,1700 Fillmore Street,0,1,0,0,0
960,Sheba Piano Lounge,(415) 440-7414,94115,CA,San Francisco,1419 Fillmore St,0,1,1,Dosa,(415) 441-3672,94115,CA,San Francisco,1700 Fillmore Street,0,1,0,0,0
961,Basil Thai Restaurant & Bar,(415) 552-8999,94103,CA,San Francisco,1175 Folsom St,0,1,0,Basil Canteen,(415) 552-3963,94103,CA,San Francisco,1489 Folsom Street,0,1,0,0,0
962,Palisade,(206) 285-1000,98199,WA,Seattle,2601 W Marina Pl,0,0,1,Palisade,(206) 285-1000,98199,WA,Seattle,2601 West Marina Place,0,1,1,1,1
963,Malatesta Trattoria,(212) 741-1207,10014,NY,New York,649 Washington St,0,1,1,Sevilla,(212) 243-9513,10014,NY,New York,62 Charles Street,0,1,0,0,0
964,Locanda Verde,(212) 925-3797,10013,NY,New York,377 Greenwich St,0,0,1,Locanda Verde,(212) 925-3797,10013,NY,New York,377 Greenwich Street,0,1,1,1,1
965,Super Duper Burgers,(415) 538-3437,94103,CA,San Francisco,721 Market St,0,1,1,Blue Bottle,(415) 495-3394,94103,CA,San Francisco,66 Mint Street,0,1,0,0,0
966,Bowl’D Acai,(415) 770-7000,94103,CA,San Francisco,14 Mint Plaza,0,1,1,Blue Bottle,(415) 495-3394,94103,CA,San Francisco,66 Mint Street,0,1,0,0,0
967,Blue Bottle Coffee Co,(510) 653-3394,94103,CA,San Francisco,66 Mint St,0,1,1,Blue Bottle,(415) 495-3394,94103,CA,San Francisco,66 Mint Street,0,1,0,1,1
968,La Taqueria,(415) 285-7117,94110,CA,San Francisco,2889 Mission St,0,1,1,Jasmine Tea House,(415) 826-6288,94110,CA,San Francisco,3253 Mission Street,1,1,0,0,0
969,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission St,0,1,0,Jasmine Tea House,(415) 826-6288,94110,CA,San Francisco,3253 Mission Street,1,1,0,0,0
970,Bleecker Street Pizza,(212) 924-4466,10014,NY,New York,69 7th Ave S,1,1,1,Bar Pitti,(212) 982-3300,10014,NY,New York,268 6th Avenue,0,0,1,0,0
971,Shokran Moroccan Restaurant,(773) 427-9130,60641,IL,Chicago,4027 W Irving Park,0,1,0,Sabatino's Restaurant and Lounge,(773) 283-8331,60641,IL,Chicago,4441 W Irving Park Road,0,1,1,0,0
972,North Pond,(773) 477-5845,60614,IL,Chicago,2610 N Cannon Dr,0,0,0,North Pond,(773) 477-5845,60614,IL,Chicago,2610 N. Cannon Drive,0,1,0,1,1
973,Pequod’s Pizzeria,(773) 327-1512,60614,IL,Chicago,2207 N Clybourn Av,1,1,0,North Pond,(773) 477-5845,60614,IL,Chicago,2610 N. Cannon Drive,0,1,0,0,0
974,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001,NY,New York,286 8th Ave,1,1,0,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001,NY,New York,286 8th Avenue,1,1,0,1,1
975,The NoMad Bar,(212) 796-1500,10001,NY,New York,10 W 28th St,0,0,0,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001,NY,New York,286 8th Avenue,1,1,0,0,0
976,La Grenouille,(212) 752-1495,10022,NY,New York,3 E 52nd St,0,0,0,La Grenouille,(212) 752-1495,10022,NY,New York,3 E 52nd Street,0,1,0,1,1
977,Firecakes,(312) 329-6500,60654,IL,Chicago,68 W Hubbard St,0,1,1,Firecakes,(312) 329-6500,60654,IL,Chicago,68 West Hubbard Street,1,1,1,1,1
978,Bow Truss Coffee Roasters River North,(312) 222-1306,60654,IL,Chicago,406 N Wells St,0,1,0,Firecakes,(312) 329-6500,60654,IL,Chicago,68 West Hubbard Street,1,1,1,0,0
979,Sons & Daughters,(415) 391-8311,94108,CA,San Francisco,708 Bush St,0,0,0,Sons & Daughters,(415) 391-8311,94108,CA,San Francisco,708 Bush Street,0,0,0,1,1
980,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th St,0,1,1,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th Street,0,1,1,1,1
981,Old Jerusalem Restaurant,(415) 642-5958,94110,CA,San Francisco,2976 Mission St,0,1,0,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th Street,0,1,1,0,0
982,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission St,0,1,0,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th Street,0,1,1,0,0
983,Dynamo Donut & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th St,0,1,1,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th Street,0,1,1,0,0
984,Atlas Cafe,(415) 648-1047,94110,CA,San Francisco,3049 20th St,0,1,1,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th Street,0,1,1,0,0
985,Salumeria,(415) 471-2998,94110,CA,San Francisco,3000 20th St,0,1,1,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th Street,0,1,1,0,0
986,Gramercy Tavern,(212) 477-0777,10003,NY,New York,42 E 20th St,0,0,0,Degustation,(212) 979-1012,10003,NY,New York,239 E 5th Street,0,0,0,0,0
987,ABC Kitchen,(212) 475-5829,10003,NY,New York,35 E 18th St,0,0,0,Degustation,(212) 979-1012,10003,NY,New York,239 E 5th Street,0,0,0,0,0
988,Degustation,(212) 979-1012,10003,NY,New York,239 E 5th St,0,0,0,Degustation,(212) 979-1012,10003,NY,New York,239 E 5th Street,0,0,0,1,1
